time_iso8601,stars_cumulative
2022-07-24 00:00:00+00:00,779
2022-07-25 00:00:00+00:00,780
2022-07-26 00:00:00+00:00,781
2022-07-27 00:00:00+00:00,782
2022-07-28 00:00:00+00:00,785
2022-07-29 00:00:00+00:00,787
2022-08-02 00:00:00+00:00,788
2022-08-03 00:00:00+00:00,789
2022-08-04 00:00:00+00:00,791
2022-08-05 00:00:00+00:00,793
2022-08-09 00:00:00+00:00,794
2022-08-11 00:00:00+00:00,795
2022-08-14 00:00:00+00:00,796
2022-08-16 00:00:00+00:00,798
2022-08-17 00:00:00+00:00,799
2022-08-18 00:00:00+00:00,800
2022-08-19 00:00:00+00:00,802
2022-08-22 00:00:00+00:00,803
2022-08-24 00:00:00+00:00,805
2022-08-26 00:00:00+00:00,808
2022-08-31 00:00:00+00:00,809
2022-09-02 00:00:00+00:00,810
2022-09-09 00:00:00+00:00,811
2022-09-10 00:00:00+00:00,812
2022-09-12 00:00:00+00:00,813
2022-09-13 00:00:00+00:00,816
2022-09-15 00:00:00+00:00,820
2022-09-16 00:00:00+00:00,822
2022-09-18 00:00:00+00:00,825
2022-09-19 00:00:00+00:00,826
2022-09-23 00:00:00+00:00,829
2022-09-24 00:00:00+00:00,830
2022-09-25 00:00:00+00:00,831
2022-09-26 00:00:00+00:00,833
2022-09-27 00:00:00+00:00,834
2022-09-30 00:00:00+00:00,835
2022-10-05 00:00:00+00:00,836
2022-10-06 00:00:00+00:00,837
2022-10-07 00:00:00+00:00,839
2022-10-08 00:00:00+00:00,842
2022-10-09 00:00:00+00:00,843
2022-10-10 00:00:00+00:00,844
2022-10-14 00:00:00+00:00,845
2022-10-18 00:00:00+00:00,846
2022-10-21 00:00:00+00:00,847
2022-10-22 00:00:00+00:00,849
2022-10-23 00:00:00+00:00,851
2022-10-25 00:00:00+00:00,852
2022-10-27 00:00:00+00:00,854
2022-10-28 00:00:00+00:00,856
2022-10-29 00:00:00+00:00,857
2022-10-31 00:00:00+00:00,858
2022-11-01 00:00:00+00:00,860
2022-11-02 00:00:00+00:00,861
2022-11-03 00:00:00+00:00,862
2022-11-04 00:00:00+00:00,863
2022-11-05 00:00:00+00:00,865
2022-11-07 00:00:00+00:00,866
2022-11-08 00:00:00+00:00,868
2022-11-09 00:00:00+00:00,872
2022-11-10 00:00:00+00:00,874
2022-11-11 00:00:00+00:00,875
2022-11-15 00:00:00+00:00,876
2022-11-17 00:00:00+00:00,878
2022-11-18 00:00:00+00:00,879
2022-11-20 00:00:00+00:00,880
2022-11-21 00:00:00+00:00,884
2022-11-22 00:00:00+00:00,885
2022-11-23 00:00:00+00:00,889
2022-11-24 00:00:00+00:00,890
2022-11-25 00:00:00+00:00,891
2022-11-26 00:00:00+00:00,893
2022-11-29 00:00:00+00:00,895
2022-12-02 00:00:00+00:00,897
2022-12-05 00:00:00+00:00,899
2022-12-07 00:00:00+00:00,901
2022-12-08 00:00:00+00:00,902
2022-12-09 00:00:00+00:00,904
2022-12-10 00:00:00+00:00,906
2022-12-11 00:00:00+00:00,907
2022-12-13 00:00:00+00:00,908
2022-12-14 00:00:00+00:00,909
2022-12-18 00:00:00+00:00,910
2022-12-19 00:00:00+00:00,911
2022-12-21 00:00:00+00:00,912
2022-12-22 00:00:00+00:00,913
2022-12-23 00:00:00+00:00,914
2022-12-24 00:00:00+00:00,915
2022-12-27 00:00:00+00:00,916
2022-12-28 00:00:00+00:00,917
2023-01-03 00:00:00+00:00,919
2023-01-04 00:00:00+00:00,921
2023-01-05 00:00:00+00:00,922
2023-01-06 00:00:00+00:00,924
2023-01-09 00:00:00+00:00,925
2023-01-10 00:00:00+00:00,926
2023-01-12 00:00:00+00:00,927
2023-01-16 00:00:00+00:00,930
2023-01-18 00:00:00+00:00,931
2023-01-20 00:00:00+00:00,932
2023-01-21 00:00:00+00:00,933
